STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON,ACTIVITY
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 8,High,Dec-21-2013,51,2013-14,8
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Dec-21-2013,51,2013-14,2
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 1,Minimal,Dec-21-2013,51,2013-14,1
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-21-2013,51,2013-14,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 8,High,Dec-21-2013,51,2013-14,8
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Dec-21-2013,51,2013-14,2
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 6,Moderate,Dec-21-2013,51,2013-14,6
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 10,High,Dec-21-2013,51,2013-14,10
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 6,Moderate,Dec-21-2013,51,2013-14,6
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 4,Low,Dec-21-2013,51,2013-14,4
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 5,Low,Dec-21-2013,51,2013-14,5
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 1,Minimal,Dec-21-2013,51,2013-14,1
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 1,Minimal,Dec-21-2013,51,2013-14,1
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 1,Minimal,Dec-21-2013,51,2013-14,1
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 1,Minimal,Dec-21-2013,51,2013-14,1
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 0,Insufficient Data,Dec-21-2013,51,2013-14,0
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-21-2013,51,2013-14,0
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 5,Low,Dec-21-2013,51,2013-14,5
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Dec-28-2013,52,2013-14,10
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 10,High,Dec-28-2013,52,2013-14,10
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 3,Minimal,Dec-28-2013,52,2013-14,3
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 10,High,Dec-28-2013,52,2013-14,10
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 7,Moderate,Dec-28-2013,52,2013-14,7
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 8,High,Dec-28-2013,52,2013-14,8
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 1,Minimal,Dec-28-2013,52,2013-14,1
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 6,Moderate,Dec-28-2013,52,2013-14,6
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 9,High,Dec-28-2013,52,2013-14,9
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 5,Low,Dec-28-2013,52,2013-14,5
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 9,High,Dec-28-2013,52,2013-14,9
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 1,Minimal,Dec-28-2013,52,2013-14,1
Idaho,http://flu.idaho.gov,Influenza,Level 9,High,Dec-28-2013,52,2013-14,9
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 9,High,Dec-28-2013,52,2013-14,9
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 10,High,Dec-28-2013,52,2013-14,10
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Dec-28-2013,52,2013-14,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 10,High,Dec-28-2013,52,2013-14,10
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 5,Low,Dec-28-2013,52,2013-14,5
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 10,High,Dec-28-2013,52,2013-14,10
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Dec-28-2013,52,2013-14,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 3,Minimal,Dec-28-2013,52,2013-14,3
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 4,Low,Dec-28-2013,52,2013-14,4
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 5,Low,Dec-28-2013,52,2013-14,5
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 7,Moderate,Dec-28-2013,52,2013-14,7
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 10,High,Dec-28-2013,52,2013-14,10
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 10,High,Dec-28-2013,52,2013-14,10
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 6,Moderate,Dec-28-2013,52,2013-14,6
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 2,Minimal,Dec-28-2013,52,2013-14,2
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 10,High,Dec-28-2013,52,2013-14,10
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Dec-28-2013,52,2013-14,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 3,Minimal,Dec-28-2013,52,2013-14,3
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 9,High,Dec-28-2013,52,2013-14,9
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Dec-28-2013,52,2013-14,3
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 9,High,Dec-28-2013,52,2013-14,9
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 3,Minimal,Dec-28-2013,52,2013-14,3
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Dec-28-2013,52,2013-14,3
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Dec-28-2013,52,2013-14,10
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 6,Moderate,Dec-28-2013,52,2013-14,6
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 5,Low,Dec-28-2013,52,2013-14,5
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 1,Minimal,Dec-28-2013,52,2013-14,1
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 8,High,Dec-28-2013,52,2013-14,8
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 4,Low,Dec-28-2013,52,2013-14,4
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 10,High,Dec-28-2013,52,2013-14,10
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 10,High,Dec-28-2013,52,2013-14,10
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 10,High,Dec-28-2013,52,2013-14,10
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 7,Moderate,Dec-28-2013,52,2013-14,7
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 8,High,Dec-28-2013,52,2013-14,8
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 4,Low,Dec-28-2013,52,2013-14,4
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 2,Minimal,Dec-28-2013,52,2013-14,2
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 4,Low,Dec-28-2013,52,2013-14,4
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 2,Minimal,Dec-28-2013,52,2013-14,2
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-28-2013,52,2013-14,0
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 7,Moderate,Dec-28-2013,52,2013-14,7
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-04-2014,1,2013-14,10
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 8,High,Jan-04-2014,1,2013-14,8
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 10,High,Jan-04-2014,1,2013-14,10
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 8,High,Jan-04-2014,1,2013-14,8
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 8,High,Jan-04-2014,1,2013-14,8
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 1,Minimal,Jan-04-2014,1,2013-14,1
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 4,Low,Jan-04-2014,1,2013-14,4
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 10,High,Jan-04-2014,1,2013-14,10
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 5,Low,Jan-04-2014,1,2013-14,5
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 2,Minimal,Jan-04-2014,1,2013-14,2
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-04-2014,1,2013-14,10
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 9,High,Jan-04-2014,1,2013-14,9
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 7,Moderate,Jan-04-2014,1,2013-14,7
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Jan-04-2014,1,2013-14,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 10,High,Jan-04-2014,1,2013-14,10
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 6,Moderate,Jan-04-2014,1,2013-14,6
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 10,High,Jan-04-2014,1,2013-14,10
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-04-2014,1,2013-14,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 4,Low,Jan-04-2014,1,2013-14,4
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 4,Low,Jan-04-2014,1,2013-14,4
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 6,Moderate,Jan-04-2014,1,2013-14,6
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 7,Moderate,Jan-04-2014,1,2013-14,7
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 10,High,Jan-04-2014,1,2013-14,10
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 10,High,Jan-04-2014,1,2013-14,10
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 5,Low,Jan-04-2014,1,2013-14,5
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 9,High,Jan-04-2014,1,2013-14,9
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Jan-04-2014,1,2013-14,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 7,Moderate,Jan-04-2014,1,2013-14,7
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 10,High,Jan-04-2014,1,2013-14,10
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Jan-04-2014,1,2013-14,4
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 8,High,Jan-04-2014,1,2013-14,8
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 4,Low,Jan-04-2014,1,2013-14,4
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Jan-04-2014,1,2013-14,10
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 8,High,Jan-04-2014,1,2013-14,8
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 5,Low,Jan-04-2014,1,2013-14,5
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 2,Minimal,Jan-04-2014,1,2013-14,2
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 8,High,Jan-04-2014,1,2013-14,8
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 4,Low,Jan-04-2014,1,2013-14,4
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 10,High,Jan-04-2014,1,2013-14,10
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 10,High,Jan-04-2014,1,2013-14,10
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 7,Moderate,Jan-04-2014,1,2013-14,7
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 6,Moderate,Jan-04-2014,1,2013-14,6
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 9,High,Jan-04-2014,1,2013-14,9
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 5,Low,Jan-04-2014,1,2013-14,5
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Jan-04-2014,1,2013-14,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 4,Low,Jan-04-2014,1,2013-14,4
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 0,Insufficient Data,Jan-04-2014,1,2013-14,0
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jan-04-2014,1,2013-14,0
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 7,Moderate,Jan-04-2014,1,2013-14,7
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 10,High,Jan-11-2014,2,2013-14,10
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 8,High,Jan-11-2014,2,2013-14,8
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 3,Minimal,Jan-11-2014,2,2013-14,3
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 10,High,Jan-11-2014,2,2013-14,10
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 7,Moderate,Jan-11-2014,2,2013-14,7
Colorado,https://www.colorado.gov/pacific/cdphe/influenza,Influenza Surveillance,Level 7,Moderate,Jan-11-2014,2,2013-14,7
Connecticut,https://portal.ct.gov/DPH/Epidemiology-and-Emerging-Infections/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 1,Minimal,Jan-11-2014,2,2013-14,1
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 5,Low,Jan-11-2014,2,2013-14,5
District of Columbia,https://dchealth.dc.gov/flu%20,Influenza Information,Level 10,High,Jan-11-2014,2,2013-14,10
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,Weekly Influenza Surveillance Reports,Level 3,Minimal,Jan-11-2014,2,2013-14,3
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Jan-11-2014,2,2013-14,2
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 4,Low,Jan-11-2014,2,2013-14,4
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-11-2014,2,2013-14,10
Illinois,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance,Seasonal Influenza Surveillance Reports,Level 6,Moderate,Jan-11-2014,2,2013-14,6
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 6,Moderate,Jan-11-2014,2,2013-14,6
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 1,Minimal,Jan-11-2014,2,2013-14,1
Kansas,http://www.kdheks.gov/flu/surveillance.htm,Influenza Information,Level 10,High,Jan-11-2014,2,2013-14,10
Kentucky,https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx,Influenza - Flu,Level 6,Moderate,Jan-11-2014,2,2013-14,6
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 10,High,Jan-11-2014,2,2013-14,10
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 1,Minimal,Jan-11-2014,2,2013-14,1
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Jan-11-2014,2,2013-14,2
Massachusetts,https://www.mass.gov/influenza,Influenza Surveillance Data,Level 2,Minimal,Jan-11-2014,2,2013-14,2
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 5,Low,Jan-11-2014,2,2013-14,5
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 5,Low,Jan-11-2014,2,2013-14,5
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 10,High,Jan-11-2014,2,2013-14,10
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 8,High,Jan-11-2014,2,2013-14,8
Montana,http://dphhs.mt.gov/publichealth/cdepi/diseases/influenza.aspx,Influenza: What You Need to Know,Level 2,Minimal,Jan-11-2014,2,2013-14,2
Nebraska,http://dhhs.ne.gov/Pages/Flu.aspx%20,Weekly Flu Report,Level 2,Minimal,Jan-11-2014,2,2013-14,2
Nevada,http://dpbh.nv.gov/Programs/Flu/Influenza/%20,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 8,High,Jan-11-2014,2,2013-14,8
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,Influenza Control and Surveillance,Level 1,Minimal,Jan-11-2014,2,2013-14,1
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 5,Low,Jan-11-2014,2,2013-14,5
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 10,High,Jan-11-2014,2,2013-14,10
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jan-11-2014,2,2013-14,1
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Jan-11-2014,2,2013-14,4
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 1,Minimal,Jan-11-2014,2,2013-14,1
Ohio,http://www.flu.ohio.gov%20,Influenza Information,Level 3,Minimal,Jan-11-2014,2,2013-14,3
Oklahoma,https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html,Influenza Information,Level 10,High,Jan-11-2014,2,2013-14,10
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 8,High,Jan-11-2014,2,2013-14,8
Pennsylvania,https://www.health.pa.gov/topics/disease/Flu/Pages/Flu.aspx%20,Influenza Weekly Report ,Level 4,Low,Jan-11-2014,2,2013-14,4
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 3,Minimal,Jan-11-2014,2,2013-14,3
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 6,Moderate,Jan-11-2014,2,2013-14,6
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 4,Low,Jan-11-2014,2,2013-14,4
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 10,High,Jan-11-2014,2,2013-14,10
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 10,High,Jan-11-2014,2,2013-14,10
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 7,Moderate,Jan-11-2014,2,2013-14,7
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 6,Moderate,Jan-11-2014,2,2013-14,6
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 9,High,Jan-11-2014,2,2013-14,9
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 6,Moderate,Jan-11-2014,2,2013-14,6
West Virginia,https://oeps.wv.gov/flu/pages/flu_data.aspx,Current Influenza Surveillance,Level 4,Low,Jan-11-2014,2,2013-14,4
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,Tracking Influenza in Wisconsin,Level 3,Minimal,Jan-11-2014,2,2013-14,3
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/,Influenza,Level 4,Low,Jan-11-2014,2,2013-14,4
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 0,Insufficient Data,Jan-11-2014,2,2013-14,0
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jan-11-2014,2,2013-14,0
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 5,Low,Jan-11-2014,2,2013-14,5
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 6,Moderate,Jan-18-2014,3,2013-14,6
